question_id,member_id,question,其它,完成式,連接詞,假設語氣,分詞,進行式,過去式,未來式,關係代名詞,不定詞,名詞子句,被動,介係詞
37220,85704,My day......say I'm 兩個主詞中間怎無連接詞??,0.000415490786431,0.000439414259473,0.560095929454,0.00106396814745,0.000301275808331,0.000487158605277,0.00042368223135,0.000448023218911,0.43488411769,0.000346186612193,0.000663154959564,0.00034718528014,8.44129470538e-05
36649,85704,people who.....harder and people who....easier 中間有連接詞 and了，可以省略關係代名詞who嗎??? people....harder and people......easier.,0.000165442599832,0.000902164445271,0.363512607132,0.00030782046655,0.00275799491734,0.000410542634874,0.00114276266698,0.00138360531511,0.62460703712,0.0035051424616,0.000380012878023,0.000484432759179,0.000440434603497
35509,88328,he makes tons of money performing in American movies. 請問為什麼performing不是加in American movies後面，且這樣不是很容易誤解makes的受詞到底是tons of money還是performing ,0.00067225723162,0.00402544695382,0.167806093785,0.00121300927806,0.0664825700659,0.00276589900043,0.00090538141413,0.00127634264295,0.0444263491917,0.00812595445974,0.686403495617,0.00127886404459,0.0146183363151
67029,90504,請問這一句中的that是關係代名詞嗎? 是的話可以省略嗎? 可以變成:I've heard you're making.........嗎?,0.000413446799196,0.00111014710693,0.491817189658,0.000580440253292,0.000422171194868,0.000732193138752,0.000164197961016,0.00054584200126,0.502898628945,0.000221173773053,0.000233627559628,0.000813346862335,4.75947468667e-05
5550,12945,為什麼 the way 後面加上 in,0.000218845997598,0.00093316566606,0.00215976709785,0.000857431209547,0.00162264373652,0.010197504752,0.00163013071408,0.0004025992772,0.382298138459,0.00133781970778,0.000814780138436,0.0073919111235,0.59013526212
20254,78368," the way in which native speakers of any language are speaking  這句的文法不懂,可否解釋一下 謝謝",0.000216852009602,0.00104200123433,0.00223900079761,0.000894511274911,0.00174217487743,0.0136255592894,0.00176044086231,0.000378282798244,0.453007767056,0.00119542917211,0.000850845921773,0.0067764349532,0.516270699753
66195,99238,我不懂 on which to這裡的用法是怎麼回事，謝謝,0.000361143253215,0.00108310798599,0.00655772620325,0.000908024065308,0.0060563534595,0.00298602627168,0.00332218428366,0.00154600499923,0.154261995145,0.00326778829853,0.000753111809855,0.00855019070937,0.810346343515
32633,75204,"可以寫成 imaging that you're a customer ""to visit"" your business for the first time.",0.000356112098939,0.000957664897243,0.00178956525339,0.0014057600816,0.0206593635459,0.00323233854522,0.000238249227798,0.000764083217493,0.930857519827,0.00825943155934,0.0115925818799,0.00544249858968,0.014444831276
21668,75204,"其他句子問題:  ""in""為什麼要出現在那裏?   The only way you can develop an ear is to listen to the way “in” which native speakers of any language are speaking, and begin to imitate.",0.000223873822846,0.000938278040946,0.0026222552598,0.000830966410758,0.00122983839032,0.0141048242864,0.00177858609933,0.000480618339513,0.412787455804,0.00266153114616,0.000885408266207,0.0055994885376,0.555856875597
5038,62404,"The only way you can  develop an ear is to listen to the way in which  native speakers of any language are speaking, and begin to imitate. 這邊用in which的意思是什麼 改成where感覺也怪怪的",0.000172301180614,0.000627843339412,0.00120101287202,0.000581697363982,0.000693549103775,0.00957549375738,0.000744149736061,0.000352676281716,0.611356114723,0.00166321127728,0.000572083114553,0.00338472550371,0.369075141747
41782,87344,這裡為甚麼用whom?,0.000350962954354,0.00386497547489,0.00927875088806,0.00165387849367,0.0165351624963,0.00239098667438,0.0437882085891,0.00129266593117,0.72450902681,0.00404910020185,0.00283845521752,0.00415982950362,0.185287996765
10551,68274,我想了解為什麼And I think that any job interview where<-為什麼是用where來當連接詞用~ ,0.000366288376544,0.00342786150547,0.0712090446951,0.000903930183868,0.0141342661673,0.00157429597332,0.0036100253903,0.000810220265004,0.885713371495,0.00284458620612,0.00518576136281,0.00112378584938,0.00909656252941
18442,77760,"The only way you can develop an ear is to listen to the way in which native speakers of any language are speaking, and begin to imitate. 請問這裡的listen to the way in which native speakers 的which 可以省略嗎  可以舉其他例子給我嗎 謝謝！！",0.000205384333701,0.000793162968722,0.0018980142932,0.000740099492497,0.0012012727847,0.0117227804567,0.00147529936729,0.000445835450313,0.493791697026,0.00241823521438,0.000847822362169,0.00546150586757,0.478998890383
75095,87413,請問on which 的用法?,0.000363795294241,0.00112203241743,0.00726806149446,0.000930332867531,0.00679209834749,0.00281201691771,0.00376946981434,0.00146100685651,0.159643347889,0.00227704851287,0.000816797922705,0.00912219605703,0.803621795609
45129,87413,visiting your business for the first time是名詞子句嗎? ,0.000325804088428,0.00106212585045,0.00466717436669,0.00122112575243,0.00316493143663,0.00198804890366,0.00178567539075,0.000722220342596,0.705163479792,0.00445818477877,0.101278014568,0.00460270582827,0.169560508902
35210,86682,1.這邊in which的甚麼意思? 或句型? 2.native speakers of any language are speaking又是甚麼意思?,0.000230334694074,0.00134380181176,0.00235899191813,0.00104975549023,0.00232137571591,0.0240818932754,0.0016428995544,0.000513154041509,0.506774242511,0.00120494032969,0.0011532135897,0.00528478713135,0.452040609937
115401,91662,you'll realize the definition of success changes. 是省略關係代名詞嗎?,0.000547309559136,0.00183976729435,0.66439429441,0.000836931878418,0.0027021269216,0.00216034497553,0.00167729020283,0.00135296641659,0.309185666651,0.000966353009949,0.0096968529611,0.00224997479034,0.00239012092902
76922,91662,Classics corridor down which I ventured at the age of 18  這裡的which是指Classics corridor嗎? ,0.000500441517579,0.00372108918632,0.0130214024998,0.00148334541204,0.00348486294447,0.00550390869066,0.0147260846472,0.00105282732719,0.379466428632,0.00215142696629,0.00420558241004,0.00644588786228,0.564236711904
57206,91662,nd the desperate lengths to which men will go to achieve what they think they want. to which 介係詞+關係代名詞 我能理解這用法 但是為何要這樣用呢?或是何時該這樣用? ,0.000562838699095,0.00186270480849,0.00386695755015,0.00118838547941,0.00222421451887,0.00544569534781,0.0106182835546,0.0170041713952,0.866058447475,0.0138804046739,0.0173360593311,0.00217774544249,0.0577740917235
19750,59745,creat + ing 是動詞當主詞?,0.000155168340058,0.000498928525182,0.00244948383234,0.000493744494299,0.401213110461,0.00107565626186,0.000663188363088,0.000294712024665,0.588683616786,0.00118927963464,0.00063064006815,0.0017663327287,0.000886138480308
7444,59745,both of which 可以換成 both of that?,0.00078676626878,0.00167360262606,0.0135176362032,0.000760186201485,0.0010031450741,0.00226636722324,0.00388260159479,0.000711294695324,0.918466003936,0.00106108780804,0.000955852952125,0.00218681208175,0.0527286433349
3577,59745,in which 的 in是代表甚麼意思?? ,0.000188071396557,0.000760377470385,0.00150237366545,0.000727328036224,0.00126966199621,0.00903853949716,0.00108940236323,0.000368197337276,0.450827889163,0.00102538847664,0.000587059663884,0.00524628717284,0.527369423761
119291,13874,"in which 在這邊是指關係代名詞嗎?  用native speakers of any language are speaking來解釋""Way""   不清楚in Which的使用方式!!",0.000258446982608,0.00130525432853,0.00164134282663,0.000975805666551,0.000771842264223,0.00876536482032,0.00180715264366,0.00040282929855,0.637769684742,0.00106516552504,0.00170392002656,0.00660272997964,0.336930460895
18332,77663,為什麼which前面要加in?謝謝,0.000196596069457,0.000821655841249,0.00167521533809,0.000734118053664,0.00145350308998,0.0100272396378,0.00132501319046,0.000370817329146,0.501505999782,0.00112342903041,0.000624099994796,0.00533982411628,0.474802488527
2845,57022,"The only way you can  develop an ear is to listen to the way in which native speakers of any language are speaking, and begin to imitate. 為何to listen 後面是加to the way in which?不太懂整句的文法 謝謝",0.000219431929042,0.000924454538417,0.00201737028444,0.000795632710645,0.00113220504267,0.0141752423206,0.0015012841607,0.000481716381113,0.425145727747,0.00382181717873,0.000905542520931,0.00627355338295,0.542606021803
32629,89616,"why use ""in which"" not ""which""",0.000192834328463,0.000767985304555,0.0011589509828,0.000648344124696,0.00126311369652,0.0104854147391,0.00120097406756,0.000341053593285,0.666452198077,0.00101115267983,0.000651899833222,0.00453230705482,0.311293771518
35665,88207,請問 nothing with which to educate their children 可以改寫成 which to educate their children with nothing 嗎?,0.000248901121425,0.00183908439188,0.00796824979966,0.000851594740973,0.00335829975743,0.00921690684803,0.00553087225697,0.00121366328008,0.65790276025,0.00607718369177,0.000906125717586,0.0586513203012,0.246235037843
37293,53070,請問這邊in which 用法是何時可以用?如何判斷?,0.000189096139934,0.000771153964087,0.0012159745102,0.000656251798837,0.00116984961273,0.00925167332641,0.00104301241749,0.000315031172851,0.629660288836,0.000992370795732,0.000539468402102,0.00409813044082,0.350097698583
103917,93994,That is something on which to pride yourself這句倒裝的原型會是什麼樣子？,0.000646937348031,0.00169587789124,0.00491631011568,0.00108431328186,0.00715816588997,0.0057363778755,0.00325855728939,0.00148973064612,0.451575844103,0.00415163085768,0.00329898699966,0.00681448120014,0.508172786502
3565,59879,這裡的in which是什麼用法?,0.000200948303098,0.000847259295143,0.00169171421706,0.000825441037012,0.00141702740659,0.0100574344651,0.00117538301467,0.000378015717068,0.495042490561,0.001163290684,0.000645360814553,0.00610314937466,0.48045248511
7443,62470,請問在這句中，為什麼要加what， 還有我常不清楚，文章有時候忽然在句中要要加that、what… 是關係代名詞之類的嗎?有文法可以追尋嗎? 謝謝,0.000463893470486,0.00183391895934,0.304292670332,0.000946579997005,0.000558254715676,0.000606348032817,0.0016530791242,0.00129030541169,0.628395946755,0.000933309547502,0.0551885063449,0.00356182257759,0.000275364731216
13497,30822,是否可以改成both of them are different shades of gray? 又這邊使用which 是因為特殊用途  或其實是一種比較口語的用法呢?,0.000178130824242,0.000879827949761,0.459029893574,0.000536253395468,0.000617841200359,0.00101291970073,0.000823830097588,0.000460461120183,0.533386475611,0.000941858409759,0.000416929969594,0.0014779336844,0.000237644463268
120458,59916,這裏resembling可以跟like互換嗎？,0.00028809807104,0.00126089879041,0.00188902967765,0.0010615738591,0.0678658177095,0.00171873456043,0.000735098825888,0.000645677889906,0.901757686185,0.00111204855825,0.000469192480341,0.00251842012693,0.0186777232651
3042,58819,"您好： 請問這句You've got to train your ear to hear the different musical notes  as well as the  beats, the rhythms.  為什麼your ear的ear不用加s呢？謝謝！！",0.000771951195807,0.0412587335969,0.499224902259,0.00576941857465,0.013972103342,0.0101618481836,0.0350846309701,0.00392531565825,0.0761705132649,0.0264529076878,0.0214229674636,0.016891653488,0.248893054315
38932,91265,"為什麼是""in which"" 不是 ""which""",0.000188784309472,0.000742521412548,0.0011869555417,0.000638882915462,0.00116802656489,0.00959059524788,0.00109564814128,0.000326394446499,0.647505300231,0.000948106602805,0.000561739090526,0.00421629399074,0.331830751505
85075,92958," ""required amount 設取的量"". --&gt; 這樣寫語意上有比較順嗎？",0.000652737100977,0.000655688541766,0.00575013796371,0.000589445887518,0.0919718245723,0.00207838606981,0.00110494648704,0.00115294197971,0.868843709522,0.00217644986208,0.018646764797,0.00636159023332,1.53769826691e-05
5484,54475,請問 此句的that子句是當 a pet 的同位語嗎?謝謝,0.00107058447682,0.000650975173246,0.00696918482734,0.000726438719334,0.00679429552836,0.00101801630631,0.000644285544351,0.000975499914527,0.454756204753,0.00304767223783,0.518950889089,0.00127568611406,0.00312026731634
5249,54475,請問 including 前面是省略which嗎? 謝謝,0.000275388381068,0.00161854475831,0.263330303698,0.000668946667206,0.00181274494299,0.00143183123529,0.00504222134082,0.00106880983744,0.278122617521,0.000959386953696,0.000699123571194,0.00456950483178,0.440400576261
2250,54475,"The vast majority have practically nothing (nothing with which to educate their children, nothing with which to pay for basic medicines), while the richest one percent, they've accumulated 43 percent of our world's wealth.  which 是指The vast majority have practically nothing  這個嗎?",0.000286490799528,0.00263400253953,0.0102670009957,0.000832580819145,0.00267276573072,0.00647000885023,0.00330536792262,0.00112530344277,0.78934284987,0.00477212406406,0.00235337295893,0.0459674537924,0.129970678214
967,54475,"The only way you can develop an ear is to listen to the way in which native speakers of any language are speaking, and begin to imitate.  in which 在此句中是關係副詞嗎?",0.000222930055698,0.000975811354145,0.00266852135182,0.000837786633503,0.001304950349,0.0154640139009,0.00181410485148,0.000445108180773,0.460203711407,0.00270427360642,0.00110974613807,0.00537125824921,0.506877783922
42463,86672,in which是怎麼用的?,0.00019893154221,0.000847451381423,0.00179199160848,0.000772484466122,0.00144679662834,0.00967494304541,0.0012354032444,0.000382040439177,0.484547600409,0.00108803274374,0.000692379501127,0.0057634837667,0.491558461224
40791,92646,你好 請問in which的使用方式跟意思 謝謝,0.000185426177781,0.000743882375949,0.00120564697893,0.000637904953244,0.00116512243414,0.009210849327,0.00109986066632,0.000313750376241,0.628285824551,0.000969649207775,0.000551986776551,0.00412176236504,0.35150833381
82320,95542,forming a big part of everyday diets for two billion people around the world. 想問這句沒有動詞嗎?怎麼解釋?是名詞子句?,0.000354696931859,0.0020166447965,0.00342391745531,0.00099232054366,0.0625830726132,0.0034583661404,0.0021614276566,0.000804219221929,0.862841543412,0.0025031459429,0.0038466994448,0.00813494355642,0.046879002284
81412,95542,想請問lining是甚麼用法?前面有省略甚麼嗎?,0.000170790448827,0.000671290454415,0.0023012822371,0.000373179625953,0.422529356772,0.00104029090714,0.000189720495977,0.000432839792258,0.562729681654,0.000727096432798,0.000848206258784,0.00306474704939,0.00492151787189
80244,95542,"為什麼用 assessing ? In a sample of 45 countries assessing the proficiency in reading literacy of fourth-grade students,此句動詞在哪?",0.000482937934873,0.00164339663138,0.0112354386424,0.000812791910879,0.0260686119598,0.00248232282518,0.00401317710966,0.000751793495386,0.912783940981,0.00224572303988,0.0028124190426,0.00303631308261,0.0316311333442
79782,95542, tailored為什麼要加ed?,0.000418533106454,0.000726903558328,0.00698130358389,0.000715657224144,0.037478987223,0.00199813283614,0.00602765892619,0.000964920755264,0.911546884397,0.00493315230994,0.00246750671515,0.0245419772602,0.00119838210431
60782,95542,in which it undergoes three drying cycles of 20 minutes each 想問這句話原來是  which it undergoes three drying cycles of 20 minutes in each?,0.000270911629586,0.00530603210686,0.00723864180075,0.00126016945301,0.00354092224078,0.00775186978715,0.0105545620696,0.00204672639992,0.58701149887,0.0019402757463,0.00200683379285,0.0141074407519,0.356964115352
49256,95542,see all the places we call home 想問省略的That是名詞子句嗎?,0.00112262572172,0.000799472979329,0.00655887549515,0.000399950856152,0.0061901207286,0.000944785996642,0.00146844388999,0.000413619751929,0.637258480129,0.0014248912335,0.331648105948,0.00433828080397,0.00743234646649
104777,97114,請問是否也可寫為：Then they empty the barrel onto a sheet of muslin (that / which) lining the tub of a stainless steel press.,0.000559847588321,0.00188425695959,0.0158352677226,0.000867462379014,0.0965849038283,0.00255798036644,0.00144445031679,0.000894677271099,0.84497994952,0.00127450046722,0.00262192042561,0.00468357637466,0.0258112067804
75856,97114,請問句中的 curricula 後面是否有省略 that？,0.000456682919392,0.000953103418673,0.0160591604777,0.000974131436446,0.0533043284733,0.0030508126012,0.00267621884746,0.000811439202074,0.906100282761,0.00201585172662,0.00105267513114,0.0119110601325,0.000634252872743
121178,72151,請問 1)句中的that是指rocket fuel ? 2)help是因為在keep後面，所以才加ing?  3)helping前面可以加and，然後把help改成helps? 謝謝,0.00123443818187,0.00397034383944,0.126466870647,0.00216389093313,0.0988375477638,0.00278878423714,0.00485932757254,0.00246534370666,0.653224341327,0.0500004966509,0.00862321383332,0.0126730569535,0.032692344354
117639,72151,請問used前面為什麼不用加are表示be used to解釋成被用來當作是...... 謝謝! ,0.000322211351036,0.00191177389264,0.00345603968449,0.00185669071887,0.0824991656278,0.00353447346057,0.00794578801138,0.00101886215707,0.86595941801,0.0130665107987,0.000726436309941,0.0172076606818,0.000494969295904
86885,58544,"(1)句中""all of which""可以代換成""all of that""嗎？  (2)preserved in a time是補充說明a nostalgic love，前面省略了which；而 that neither of us can touch是修飾time，這樣理解對嗎？  (3)如果把""that neither of us can touch""改成"" , neither of us can touch""，這句就會變成是在補充說明nostalgic love，這樣理解對嗎？  which、that一直搞不清楚，尤其是句子很長很多逗點的時候......  ",0.000463231835158,0.000887985248662,0.161431626024,0.000714367963742,0.00246247933979,0.00157853376695,0.00562729060556,0.000691767742556,0.812468841052,0.00207243441398,0.00183809267075,0.00551821371658,0.00424513561989
